评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Prinna,Perfect fit for my eight month old.,https://www.amazon.com/gp/customer-reviews/R3NEQJCUM2LEZZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," January 4, 2025",Color: 1# BlackSize: 6-12 Months,Verified Purchase,,
"The suit was great along with the masks and the thumb anti sweat sleeves. Thanks guys, will definitely come back for more. :)",Toddler 2T size,https://www.amazon.com/gp/customer-reviews/R3OXDMX5NCIHZF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," January 4, 2025",Color: 1# BlackSize: 18-24 Months,Verified Purchase,"Good size for toddlers, size 2T.. Material is good too. It is exactly as it looks online, bow is separate. You have to pin it to the suit so that's good. Your child can wear it with or without the bow. Good for any occasion. 👍",
K,Adorable outfit,https://www.amazon.com/gp/customer-reviews/R2LZVV4ARV0VR4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," January 2, 2025",Color: 1# BlackSize: 2-3T,Verified Purchase,Got the size 2-3T for my 2.5 year old and it fits perfect!,
Naresh,Delivered all crumpled with missing accessories,https://www.amazon.com/gp/customer-reviews/R2SWZHH4WBIWNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," November 26, 2024",,Verified Purchase,I ordered both of these suspenders set different sizes. One came nice with all accessories. Another came all squeezed with the bowtie and suspenders missing.,
mlv,Cute but bow tie doesn't stay in place,https://www.amazon.com/gp/customer-reviews/R1C4CP4MSUXJGZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," November 22, 2024",Color: Suspender/ Beige/KhakiSize: 5-6 Years,,Cute but bow tie doesn't stay in place. The bow has a little loop to put on the button only and it kept flopping over. Otherwise Looked great on my child for photos,
Joshua Marco,Missing items,https://www.amazon.com/gp/customer-reviews/RJWA49OB92M8I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"3.0 "," the United States "," November 6, 2024",Color: M BlackSize: 2-3T,Verified Purchase,"The shirt, vest, and suspenders were in the package but it was missing the pants and bow tie. Shirts and vest were properly sized but no good without matching pants and tie",
Malika Martin,Cute Suits,https://www.amazon.com/gp/customer-reviews/RM4WM05BGGWNQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," November 3, 2024",Color: 1# BlackSize: 5-6 Years,Verified Purchase,"My boys were soooo cute I didn’t like the bow tie it would not cooperate, but other than that the suits were great quality and really cute!!! 🥰 true to size, worth the price",
Robin,So adorable,https://www.amazon.com/gp/customer-reviews/R1MJQ7L5APXB67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," October 16, 2024",Color: 2# PinkSize: 2-3T,Verified Purchase,"My son looked so adorable in his outfit! The material was soft, flexible and comfortable",
Sadie,Perfect fit!,https://www.amazon.com/gp/customer-reviews/R1QAF63ZZDAUW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," October 7, 2024",Color: M Dark GreenSize: 18-24 Months,Verified Purchase,"The size is genuinely accurate and the material isn't cheap or scratchy. My son wore this to be a ring bearer and he not only looked adorable, but he seemed comfortable (for a baby that can't talk).  Definitely worth buying if you're thinking about it!!",
E,Dirty and incomplete,https://www.amazon.com/gp/customer-reviews/R3P8RAE843YAW6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," October 2, 2024",Color: 1# BlackSize: 6-12 Months,Verified Purchase,Delivery was missing a bow tie and appears used because there was a stain on the pants and the shirt appears used. Looks like someone used it and returned it,
Amazon Customer,Way too big,https://www.amazon.com/gp/customer-reviews/RLO0Z552CIYBC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"3.0 "," the United States "," September 19, 2024",Color: Suspender/ 1# BlueSize: 4-5T,Verified Purchase,"I like it, but the 4-5T was more like a 6T and too big to wear. It’ll be about another year before he can.",
Brandon Neal,Size way off,https://www.amazon.com/gp/customer-reviews/R3CRYU58QLU9HM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," September 8, 2024",Color: Suspender/ 1# BlueSize: 2-3T,Verified Purchase,2-3T is actually around 5-6T,
Mama Maddy,Good for the price,https://www.amazon.com/gp/customer-reviews/R1ZHDCYQBA1OAD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," August 9, 2024",Color: 2# BeigeSize: 12-18 Months,Verified Purchase,"We were pleasantly surprised with this set, given the price. Ordered this for a Hawaiian wedding and my son was ring bearer. The shirt and vest worked out great! Pants were a little long but easy to roll up. Main issue was the waist band of the pants being much smaller than what we were used to. Still fit but was not as comfortable so he only wore them for the ceremony.",
Love,Suit,https://www.amazon.com/gp/customer-reviews/R2CY0F46LAK6A1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," July 29, 2024",Color: 2# Pale GreenSize: 12-18 Months,Verified Purchase,"Used for a wedding, fit perfect",
Megan,Perfect for small kids,https://www.amazon.com/gp/customer-reviews/R2UC0U60RUOD5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," July 24, 2024",Color: 2# GreySize: 5-6 Years,Verified Purchase,"This little suit piece is perfect for my 6 year old son who doesn’t like to wear dress pants. They look like dress pants but have spandex in the belt to be stretchy. They fit well, are comfortable and seem like a great quality for the money. I also love how the tie loops in the bottom and not the neck, cute style!",
Lyndsey,Fit not as expected,https://www.amazon.com/gp/customer-reviews/R3SJCXJI4STMDD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"2.0 "," the United States "," July 12, 2024",Color: Suspender/ Beige/KhakiSize: 18-24 Months,Verified Purchase,"I bought this outfit for my 18 month old to wear at an upcoming funeral. While the outfit is cute, the fit was off. The shirt fit well around his neck, shoulders and stomach and the pants fit as expected around his waist. However, the length of the sleeves and legs of the pants were way too long for the size. The material was also a little cheap feeling. Needless to say, I will be returning.",
An Honest Buyer,Cute little fit,https://www.amazon.com/gp/customer-reviews/R2H4OTFZY0TSLN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," July 7, 2024",Color: 2# BeigeSize: 12-18 Months,Verified Purchase,We got this for our son to wear at a relatives wedding. Our little guy looked great! The material seemed comfortable on him and he had great time,2
Faith,Perfect for the flower boy,https://www.amazon.com/gp/customer-reviews/R3ABVF6WDEIQV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," July 4, 2024",Color: 1# BlackSize: 6-12 Months,Verified Purchase,My son was a flower boy in a family wedding recently. He looked so cute in this outfit! It was very nice to be able to be able to take the vest off when the day got a bit hotter. My reason for only giving it 4 stars is that the material didn't feel very comfortable. It didn't irritate his skin but I'm not sure if he liked wearing it. So far it's lasted being washed and it fit him quite well. He's on the smaller side at 10 months and I bought him the 12 month size. Overall it's really good for the price and looks adorable.,
katie smith ☀️,It’s a tuxedo vest,https://www.amazon.com/gp/customer-reviews/R2DKLNZ0QTWVM4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," July 3, 2024",Color: 1# BlackSize: 6-12 Months,Verified Purchase,it fits great! & even though the vest is for a tuxedo it will definitely get the job done!,
Chelsea T.,Don't buy it!,https://www.amazon.com/gp/customer-reviews/R12CWRLH0XTT7O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," June 17, 2024",Color: 2# BeigeSize: 12-18 Months,Verified Purchase,"THIS was supposed to be for a wedding. THIS is ""12-18 MONTHS"". The size could fit a 12 YEAR old boy. Quality is cheaper than cheap. Just save your money.",
"No me gusto , la tela esta manchada",Malo,https://www.amazon.com/gp/customer-reviews/RD32HJVGIVNSK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," June 12, 2024",Color: 2# BeigeSize: 3-4T,Verified Purchase,No me gusto nada,
Flor,Very bad quality.,https://www.amazon.com/gp/customer-reviews/R2CNZK8LLCOVCI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," June 10, 2024",Color: Suspender/ 1# BlueSize: 5-6 Years,Verified Purchase,"I bought this for my sons graduation but I did not like it, besides it runs like 3 sizes bigger the quality of the fabric is really bad. Save your money and time DO NOT BUY this.",
Quality is awful ! Very poor !,Poor quality !,https://www.amazon.com/gp/customer-reviews/R1PNBEPFLGA4AR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," May 25, 2024",Color: 2# BeigeSize: 4-5T,Verified Purchase,Awful quality ! And this is not at all cotton as described .,
Cosset Padura,Excelente trabajo,https://www.amazon.com/gp/customer-reviews/R33ISX4E1M9XB4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," May 22, 2024",,Verified Purchase,Super lindo y la entrega muy rapida,
Cj,Missing bow tie,https://www.amazon.com/gp/customer-reviews/R23YMP1JEX31L6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," April 8, 2024",Color: 1# BlackSize: 12-18 Months,Verified Purchase,Missing bow tie This size I ordered was 12-18 months but fits a 3 years old,
Placeholder,Soft and comfortable material,https://www.amazon.com/gp/customer-reviews/R1R35HBSBPY6T3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," April 4, 2024",,Verified Purchase,"True to size,  material was a big plus as it was cool and comfortable you know kids can fussy when they're not comfortable we didn't get none of that and he wore it the whole day",
heisenbergpr10,Funcionó al 100%,https://www.amazon.com/gp/customer-reviews/R3QH33U8VTBU55/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," April 4, 2024",Color: Suspender/ 1# BlueSize: 4-5T,Verified Purchase,Entrega rápida y tamaño exacto.,
Brooke,Tie and suspenders in package,https://www.amazon.com/gp/customer-reviews/R3D0OYHQGNDLYL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"2.0 "," the United States "," March 27, 2024",Color: Suspender/ 1# BlueSize: 2-3T,Verified Purchase,Poor quality fabric. Was supposed to include a tie and suspenders but was not in the package. Pants are super long.,
fb21,False advertising,https://www.amazon.com/gp/customer-reviews/R1H3EHSCMT0QM9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"2.0 "," the United States "," March 24, 2024",Color: 2# BeigeSize: 6-12 Months,Verified Purchase,The description online says it’s a cotton blend. The product stated it’s 100% polyester  Sizing is a bit off,
Mary Blanchard,Nice product but runs big!,https://www.amazon.com/gp/customer-reviews/R1WOZ02R0X1STP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," March 14, 2024",Color: M BlueSize: 2-3T,Verified Purchase,cute little outfits but they run very big,
panomher,Love it,https://www.amazon.com/gp/customer-reviews/R1YGOKAO2FAB5G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," March 5, 2024",Color: 2# PinkSize: 12-18 Months,Verified Purchase,Good quality and super cute,2
Dama Scott,Color is not as advertised,https://www.amazon.com/gp/customer-reviews/R16MJ5QPSNVKKM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"3.0 "," the United States "," March 3, 2024",,Verified Purchase,From the photos and item of clothing listed. It said light khaki. The dress shirt looked cream. In person the shirt is and orangish/pink colored shirt. It’s hard to tell with crappy cellphone photo so I put it next to something to pink to bring out the hue. It’s just not what’s advertised. The material is decent at best. Not worth the value.,
Dana Craig,My son looks handsome,https://www.amazon.com/gp/customer-reviews/R1N22WXX4EANCK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," February 29, 2024",Color: 1# BlackSize: 3-4T,Verified Purchase,At first I wasn’t sure where to put the tie until I seen it goes around the top button of his long white shirt. The vest is a little snug but overall it fits him and pant legs are a bit long. But once I put it on him I fell in love with my little boy he was so handsome in it,
Jasmine Hughes,Cute,https://www.amazon.com/gp/customer-reviews/R77U0SIN0NAM2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"4.0 "," the United States "," February 23, 2024",Color: 1# BlackSize: 12-18 Months,Verified Purchase,Looked nice. Pants and shirt were correct sizing but vest was really small..will work,
Sheena Janese,Worst experience ever!’,https://www.amazon.com/gp/customer-reviews/RUQUMY3R1ULG1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"1.0 "," the United States "," February 13, 2024",Color: 1# BlackSize: 3-4T,Verified Purchase,"I only received The vest and shirt out of this entire 4 piece suit. It was supposed to have a bowtie and the pants included, but the package did not have that. The vest is extremely dirty. The clothes have a smell. The shirt is dingy and stained and it’s obvious someone wore this and returned it. I am absolutely disgusted that this was sent to me.",
VIRGIE,Fits Perfectly,https://www.amazon.com/gp/customer-reviews/RXWSJTX1LIX3B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," January 4, 2024",Color: M BlackSize: 2-3T,Verified Purchase,,3
Cerarea Demby,Very cute 3-piece outfit,https://www.amazon.com/gp/customer-reviews/R3DNARQKOCZYOD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0DJG9J1MD,"5.0 "," the United States "," December 22, 2023",Color: 1# BlackSize: 12-18 Months,Verified Purchase,I got this cute 3-piece outfit for a funeral. The outfit was very nice in my son the only problem was that the pants were a but long which wasn't a big deal. I will definitely buy again for this company.,
