评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
One was already cracked and the other cracked as soon as I put it on. Very disappointed,Perfect!,https://www.amazon.com/gp/customer-reviews/R14GX80YH7Q8YT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," January 20, 2025",Size: MediumColor: Black,Verified Purchase,"Light weight, comfortable and has zip pockets. True to size. I ordered a large I’m 5’6 150lbs fits perfect!",
charlie foxtrot,As described,https://www.amazon.com/gp/customer-reviews/R2YU901Q9HE0EV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," January 20, 2025",Size: MediumColor: Black,Verified Purchase,Material and fit is very nice very comfortable,
E. Lee Po,scrub jacket,https://www.amazon.com/gp/customer-reviews/R16Y3C1ZWPQ6NQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"3.0 "," the United States "," January 8, 2025",Size: SmallColor: Black,Verified Purchase,"Material was ok. I'm 5'1"" and this fit abnormal on me. It was boxy and long but then had issues zipping up the jacket. I returned this item",
Sherit,Great jacket,https://www.amazon.com/gp/customer-reviews/R23B5F7YJE3BIQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," January 8, 2025",Size: X-LargeColor: White,Verified Purchase,I love this jacket! It’s very light weight yet warm!,
Faith,Love!,https://www.amazon.com/gp/customer-reviews/R37MHDSIX0WZLM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," January 4, 2025",Size: X-LargeColor: Black,Verified Purchase,I live this scrub jacket!,
Dr. G. Lyman Shaw,"Great value, and it looks professional",https://www.amazon.com/gp/customer-reviews/R706U8CCXPEHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," January 2, 2025",Size: LargeColor: Black,Verified Purchase,"I got tired of seeing my staff wearing sweatshirts and sweaters that didn't match anything, because they were cold. These lab jackets are heavy duty and look good. Tightening up the wardrobes Of my staff will definitely add a positive element to professionalism...",
Tiffany Gomez,This is a KNOCKOFF!,https://www.amazon.com/gp/customer-reviews/R1UFLCEWAZF848/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"1.0 "," the United States "," December 27, 2024",Size: SmallColor: Black,Verified Purchase,This is NOT Cherokee Infinity! It is a knockoff. The tags just say infinity. The inside size tag does not say Cherokee and the Infinity logo is not on the zipper like it is supposed to be. I gave this as a Christmas gift. This is so disappointing and unethical.,
Enoki!,Excellent,https://www.amazon.com/gp/customer-reviews/R2KBHEJXXUEJMN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," December 4, 2024",Size: LargeColor: Black,Verified Purchase,Perfect,
Jeanette Aguirre,Good fitting,https://www.amazon.com/gp/customer-reviews/RO6KVF30IXJ2X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"5.0 "," the United States "," November 30, 2024",Size: MediumColor: Teal Blue,Verified Purchase,I love the color.the fitting of size and the material of the cloth .,
Ashlee,comfy!,https://www.amazon.com/gp/customer-reviews/RG7PEWAUMWLFG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01N6L0MAX,"4.0 "," the United States "," November 23, 2024",Size: LargeColor: Hunter Green,Verified Purchase,A bit thin not really for really cold weather but it’s comfy,
