评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Ale Mass,Love them,https://www.amazon.com/gp/customer-reviews/R1GMKSEKERGH4D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"5.0 "," the United States "," December 20, 2024",Size: 8Color: Black,Verified Purchase,Just what i was looking for! They are like as if barefoot 💖,
bp,SINGLE SHOE ARRIVED,https://www.amazon.com/gp/customer-reviews/R2IYXV0RFU7ZAF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"1.0 "," the United States "," December 5, 2024",Size: 9Color: Black,Verified Purchase,Returned the single sandal that was received so can't review the product,
Liz,Amazing,https://www.amazon.com/gp/customer-reviews/R2D3I5K7KVZA2Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"5.0 "," the United States "," October 22, 2024",Size: 9Color: Black,Verified Purchase,I have neuropathy and these are spectacular to walk around in my garden,
pdaisy,Best barefoot sandal!,https://www.amazon.com/gp/customer-reviews/R3UZ02JESSMG75/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"5.0 "," the United States "," October 17, 2024",,Verified Purchase,"I tried several barefoot sandals and this is by far my fave! I've been using them for about 5 months. Looks great on foot, a little more cushion than others which is good for hiking concrete trails or going over rocks, cleans up easily. I use them for everything from running errands, hiking, water activities, weight training, evening neighborhood walks, and yard work. Excellent fit that can be adjusted to your foot in a few different ways. I like them so well I recently purchased a pair for several of my siblings/nieces/nephews for Christmas 2024. Highly recommend!",
Emily Taaroa,Broke on first use!,https://www.amazon.com/gp/customer-reviews/R1NM46TV1UZREE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"1.0 "," the United States "," September 12, 2024",Size: 8Color: Black,Verified Purchase,"I’m hoping this was a fluke and the replacement will hold up, because the first run in these sandals the strap between toes came loose after just 2.5miles! Very disappointed for the price. My old pair of DIY Xero sandals lasted thousands of miles.",
Michelle,Hurt my heels,https://www.amazon.com/gp/customer-reviews/R20SL6AOKWMTG9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"1.0 "," the United States "," July 25, 2024",Size: 8Color: Blue Glow,Verified Purchase,"Do not recommend for beginner barefoot shie wearers, tripped over these and they caused heel pain. If you are going to buy them I recommend sizing down. They are not beginner barefoot shoes and the footbed is very wide toes to heels nor a match for my wide in the front narrow in the heels feet.",
Placeholder,Great for price,https://www.amazon.com/gp/customer-reviews/R1UISIWS2I2D64/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"4.0 "," the United States "," July 20, 2024",Size: 8Color: Black,Verified Purchase,Great barefoot sandal,
Ruiz-Austin Family,The BEST sandals,https://www.amazon.com/gp/customer-reviews/R2KPM5ZQ1DYFG2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"5.0 "," the United States "," July 17, 2024",Size: 8Color: Black,Verified Purchase,I lost these at a water park and was so sad until we were able to get them the next day at lost and found! They have become my every day shoe lifeline for comfort.,
Amazon Customer,Absolutely terrible design plastic digs into you!,https://www.amazon.com/gp/customer-reviews/R19YFBTW6FRGAT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"1.0 "," the United States "," July 13, 2024",Size: 5Color: Blue Glow,Verified Purchase,Not worth the money!  Terrible design! Plastic digs into your feet in several places!! Feel cheap! Makes your feet sweat!! Maybe 3 $ in materials back strap won’t stay on heal!  They also squeak on most floors!!  I have nothing good to say about them’,2
John,Little strange at first.,https://www.amazon.com/gp/customer-reviews/RKJETHYLH8JB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D9CL3Z8W,"5.0 "," the United States "," July 12, 2024",Size: 9Color: Blue Glow,Verified Purchase,Once you get them adjusted they are great. At first they were floppy in the front. One side rubs a little on the outside of foot near the ankle. But not bad enough to be bothersome. They are very lightweight which is strange feels like you aren't wearing anything. Hahaha. I got them on sale. They seem sturdy. And they were kinda easy to adjust. And I love how they look.  More cushion then I thought therw would be as well so they are very comfortable.  I loke that they have a heel cup. I think a chubby foot wouldn't work so well with the heel cup though. All in all they are a great sandal. Definitely a keeper with some adjustments made but they are made to be adjustable so that's awesome!! 👌,3
