评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Mr.Papillon,NOT wide toe box!!!!,https://www.amazon.com/gp/customer-reviews/R1C8U6V80KVLHD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"1.0 "," the United States "," January 6, 2025",Size: 10Color: White,Verified Purchase,"I have feet that fit normally in regular shoes easily, never had to buy wide but I’ve been trying to give my toes room to splay for my foot health recently. Have had multiple barefoot shoes before this with no issues. I didn’t heed the other reviews saying these were a little narrow because they’re advertised as wide toe box and I don’t have particularly wide feet so I thought they’d be fine. BUT they are really really narrow! Do not buy these unless you actually have really narrow feet and want the zero drop. Also I have medium high foot volume and feel too much pressure on the top of my foot as well. I’m extra sad because these seem to have really high quality construction and I was really positive about them until I wore them for a while and felt the pinch. Ouch!",
Feliz,Ask for wide size,https://www.amazon.com/gp/customer-reviews/RG06MDK4SRREE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," December 5, 2024",Size: 8.5Color: Black,Verified Purchase,"Couldn’t use , I like ; but to narrow for me  Had to return …",
Dwan Bailey,Love it,https://www.amazon.com/gp/customer-reviews/R1S45KKSL3R0SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," November 23, 2024",Size: 11Color: Orion Blue,Verified Purchase,Very comfortable and nice look,
Jaron Francois,Love,https://www.amazon.com/gp/customer-reviews/R5BPRAX8ZP1JP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," November 21, 2024",Size: 8Color: Orion Blue,Verified Purchase,"Love the color, fit, style and comfort. Highly recommend if looking to upgrade your minimalist shoe.",
Judith Hiatt,Best shoes ever!,https://www.amazon.com/gp/customer-reviews/R245FVPZR9ZNU0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," November 20, 2024",Size: 8.5Color: White,Verified Purchase,So comfortable. Tried to go back to shoes with support and arches for a walk and found them uncomfortable.,
Sher,Breathable barefoot sneaker,https://www.amazon.com/gp/customer-reviews/R30O3ED4MR6UHM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"4.0 "," the United States "," November 2, 2024",Size: 8Color: Black,Verified Purchase,"I love the flat sole, simple, breathable knit fabric upper. Very comfy and cool. Fit is slightly larger than normal, without socks.",
Beckah,Noisy,https://www.amazon.com/gp/customer-reviews/R1YOZCAMDEJQXS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"2.0 "," the United States "," September 29, 2024",Size: 8.5Color: Black,Verified Purchase,"The toe box is not very wide. My toes still feel jammed into the shoe. The sole seems like it's just a hard plastic. I cannot feel the ground. They are not minimalist shoes, simply just zero drop. So if that's all you want these are cute shoes.",2
Mei Ortega Tong,No hay suficiente espacio para los pies,https://www.amazon.com/gp/customer-reviews/R3F2WGBOXYM44O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"2.0 "," the United States "," September 18, 2024",Size: 7.5Color: Black,,"Tengo otros zapatos barefoot mucho más baratos, incluso unas sandalias Xero y nunca había tenido problemas. Estos zapatos son duros y además no hay suficiente espacio para mis pies (que son delgados), de hecho después de 6 horas de usarlos me dolían los dedos de los pies y casi se me hacen heridas. Los otros zapatos los he usado hasta por 24 horas en mis turnos de trabajo y con estos no soporté. Pésima compra por el precio. Positivo sólo puedo decir que se ven lindos.",
Happy cyclist,"Nice shoe, but sole under forefoot is pretty rigid",https://www.amazon.com/gp/customer-reviews/R1X0X5IJK9AM96/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"3.0 "," the United States "," August 26, 2024",Size: 9Color: Black,Verified Purchase,"I enjoy Xero's sandals, especially the thin & flexible Aqua Cloud, so was hoping this closed-toe shoe would be similarly flexible.  The sole does flex behind the metatarsal joints, but no flex underneath the toes, which means I won't be using the toe muscles  much at all.  (Small as they are, toes are there to help stabilize while we walk, run, and climb -- whether or not we know we're using 'em  ;)  Sorry to return this otherwise nice shoe.",
George,Great Barefoot,https://www.amazon.com/gp/customer-reviews/R261YYVKIE4RTA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," August 21, 2024",Size: 7Color: Black,Verified Purchase,"Great fit, wide toe box and a zero drop, very flexiblew, everything you want in a barefoot shoe, these are perfect for the gym and even for everyday.",
Blanca,Excelentes,https://www.amazon.com/gp/customer-reviews/R13J22HQAXKLYD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D54TSJZP,"5.0 "," the United States "," August 21, 2024",Size: 9.5Color: Orion Blue,Verified Purchase,Buen producto. Me ha encantado Gracias BQ,
