评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Bismarck,Demasiado cómodo se siente como si caminaras descanso,https://www.amazon.com/gp/customer-reviews/R3GN3LYEMLNUOM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 25, 2025",Size: 11Color: Black,Verified Purchase,Demasiado cómodo se siente super bien lo recomiendo mucho si hacer ejercicio mucho,
Marcus Jefferson,Super comfy!!!,https://www.amazon.com/gp/customer-reviews/R10A27EASJCYBG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 20, 2025",Size: 12.5Color: Black,Verified Purchase,I really enjoy wearing these shoes. They fit to size.,
Jdog,These shoes make you feel. make you feel.lighter quicker more edge on,https://www.amazon.com/gp/customer-reviews/R1UH1FAKEAQ4KD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 19, 2025",Size: 12.5Color: Black/Red,Verified Purchase,Yet you can wear them outside of the house and on the go,
Donnell Willlcot,I love them,https://www.amazon.com/gp/customer-reviews/R1BXASZL26J82O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 17, 2025",Size: 10Color: Grey,Verified Purchase,"I bought 2 pairs of these because I needed shoes that were more flat footed. I usually wear socks when I lift especially on leg day. I was going to buy some vibrams, but didn’t want to pay vibram money. So I found these on Amazon and for $20 I couldn’t beat it. If they didn’t work, then I didn’t waste much. They are hella comfortable, stylish, durable, lightweight, fit well, great traction and the material is nice and thick.",2
John P.,Wonderful sneaker,https://www.amazon.com/gp/customer-reviews/R3C1WA7M14ESVB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"4.0 "," the United States "," January 16, 2025",Size: 8Color: Black/Red,Verified Purchase,"These are really comfortable!! That's saying the least. I have been wearing these on water, ice and snow, have yet to slip. Only item stopping from 5 star is the square metal retaining ring as it does not stay in place. Oh, these have no holes in the soles for ""breathing"" that also means no water in the shoes!!!",
Yolanda Horne,Shoes,https://www.amazon.com/gp/customer-reviews/R10U0ZSMD3IM0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 16, 2025",Size: 10Color: Black,Verified Purchase,Perfect width,
Sir fluffington,Not really intended for heavy use,https://www.amazon.com/gp/customer-reviews/RKK74W7CVWB99/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"3.0 "," the United States "," January 16, 2025",Size: 7.5Color: Black,Verified Purchase,"I wore these to work daily for about 3 months, and let me tell you they do not really like it. Insoles gave out right away and the tread wears pretty fast. Decent for the price though.",
Jeff.k,bye,https://www.amazon.com/gp/customer-reviews/RTNYCH9LTL7EY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"1.0 "," the United States "," January 13, 2025",Size: 10Color: Black/Red,Verified Purchase,Shoes are not  comfortable at all. Would not buy again.,
zachary matthew hodson,"More like water socks, but comfortable",https://www.amazon.com/gp/customer-reviews/R1S1N5KTJ9P5TK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"4.0 "," the United States "," January 13, 2025",Size: 12Color: Black,Verified Purchase,"Definitely more like water socks/shoes in that the sole is thick rubber, very grippy/textured bottom. Top is a thick airy mesh.  So if you need a lightweight athletic shoe with a very breathable fabric, these are a good bet for you.",
James P,Not Good,https://www.amazon.com/gp/customer-reviews/RR9TWI4MOWSW8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"1.0 "," the United States "," January 11, 2025",Size: 12.5Color: Black,Verified Purchase,It to light and it hurt my feet it is not durable so t don't like it.,
M. Wayne,Just as described,https://www.amazon.com/gp/customer-reviews/R2CKFS24VPR8ON/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 10, 2025",Size: 12Color: Grey,Verified Purchase,Love these shoes......,
Delores Holmes,Barefeet,https://www.amazon.com/gp/customer-reviews/R22CQLYPE669MJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 8, 2025",Size: 12Color: Grey,Verified Purchase,"These shoes are great ,comfortable, fit well ,easy clean,stretchable. They are to be worn in dry weather not good in wet conditions. Buy waterproof ones for winter. Great for the beach if you buy the ones with the holes on the bottom.",
Mack Hanes,Barefoot,https://www.amazon.com/gp/customer-reviews/R1UXM5VGH1XJ4D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"4.0 "," the United States "," January 7, 2025",Size: 12.5Color: Black,Verified Purchase,One of the most comfortable pair of shoes I've ever worn. They are so lightweight.  It's almost like wearing house shoes all day. I bought them based on my foot  overpronating and pain in I had while wearing regular shoes.  So far it's been cool.,
James H O'Gara,Good shoes,https://www.amazon.com/gp/customer-reviews/RDVHZ3TNSTDRE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 6, 2025",Size: 10Color: Black,Verified Purchase,I use them in the ocean and on the beach to play volleyball. Super fit and are very comfortable.,
Irby Augustine,Toe shoes,https://www.amazon.com/gp/customer-reviews/R2ONJYY4BQVVFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 3, 2025",Size: 11Color: Black Brown,Verified Purchase,Working out with them already,
Samantha Johnson,So comfortable,https://www.amazon.com/gp/customer-reviews/R3I5G3ZOQOTW06/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 2, 2025",Size: 11Color: Black,Verified Purchase,I did need to buy padding for more comfort while I work.  I love how much room my toes have.  It's like wearing slippers.,
Amazon Customer,So far so good,https://www.amazon.com/gp/customer-reviews/R3N5RVOYE4C12Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," January 1, 2025",Size: 10Color: Black,Verified Purchase,Been wearing them for about a month. So far they are holding up but I am also on a wheelchair. I got these so I could have some grip. They are lightweight and breathe great. Fit is perfect and the large toe box is what I need for the swelling. Would buy again.,
Amazon Customer,Not quality,https://www.amazon.com/gp/customer-reviews/R10CIZGQWQTWO1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"1.0 "," the United States "," January 1, 2025",Size: 8Color: Black/Red,Verified Purchase,Not quality at all  Donated,
Scott A. Snyder,Get What You Pay For,https://www.amazon.com/gp/customer-reviews/R2HXQ7HQLWD6HE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"1.0 "," the United States "," December 31, 2024",Size: 10Color: Grey,Verified Purchase,I bought 2 pair just to throw away after using them for a few times. I'm glad I didn't expect them to be decent quality. The insoles bunch up and start ripping after about 10mi of mild use. The actual sole of one pair started ripping just from walking as well. Manage your expectations.,2
J.E.T.,Shoes caused some sort of chemical burn on tops of both feet,https://www.amazon.com/gp/customer-reviews/R4FSJHR56KC5N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"1.0 "," the United States "," December 30, 2024",Size: 9.5Color: Black,Verified Purchase,"The shoes fit fine, and are comfortable enough.  Wore them, first time, with some thin socks and had them on for about 3 - 4 hours.  The tops of my feet, under the tongue, look and feel as if they are sun-burned. No sun exposure. This is not chafing or rub-raw.  Putting them in the wash to see if it will remove whatever the chemical is causing this.",2
mghtn,Very comfortable,https://www.amazon.com/gp/customer-reviews/R1A7E14AMHNG2H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," December 30, 2024",Size: 12.5Color: Black Brown,Verified Purchase,It feels like you are barefoot but your feet are warm. Great traction. Fit's like advertised. Good price.,2
Mark Wilkerson,Comfortable and Supportive,https://www.amazon.com/gp/customer-reviews/R1XEEFBGEV80MG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BQQX5GD7,"5.0 "," the United States "," December 30, 2024",Size: 8.5Color: Black,Verified Purchase,"Great shoe, it has the comfort of being barefoot and the safety of wearing a shoe. They give me the foot support I need and has helped my posture. Sizewise, I went with a whole size smaller, and it's a perfect fit in the width and the foot length is just right.",3
