评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
KBK,Not a fan,https://www.amazon.com/gp/customer-reviews/R3411KHIA7IN3L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"2.0 "," the United States "," January 18, 2025",Size: MediumColor: Wine,Verified Purchase,"The wrinkles are hard to get out. The color isn’t what I was expecting, I thought it would be more cranberry it’s not. It’s very burgundy colored. The straps were very tangled. It also looked more like lingerie than formal wear.",
Chelsea Zelie,WAY too much side boob,https://www.amazon.com/gp/customer-reviews/R16DSJADMKU5Z9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"1.0 "," the United States "," January 14, 2025",Size: LargeColor: Green Cowl Neck,Verified Purchase,"WAY too much side boob. If the straps were to connect to the back of the dress through loops or something to better hold up the chest area, that would probably solve it, BUT as it is a boob could slip out at any moment.",
This product fits perfect. The sizing is a little in the smaller size but if you go up to the next size they fit like a glove. The pants are also long enough for someone tall. I’m 5”10 and they nearly hit the ground.,Showing but comfy,https://www.amazon.com/gp/customer-reviews/R2KYCR0K2N6W2N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"4.0 "," the United States "," January 3, 2025",,Verified Purchase,It’s a great dress. Definitely shows a lot of skin but fits great. It fits how you tie it. The material is kind of cheep. It’s definitely a wear once kind of dress but it is gorgeous on.,
EBA,Weird sizing,https://www.amazon.com/gp/customer-reviews/RY21BGUNQSR1D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"3.0 "," the United States "," December 4, 2024",Size: MediumColor: Burgundy,Verified Purchase,"The body fit me perfectly, chest was too large.",
Anna Ruth Spencer,Cheaply made,https://www.amazon.com/gp/customer-reviews/RV2CPO3TQNBIO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"2.0 "," the United States "," November 3, 2024",Size: LargeColor: White,Verified Purchase,The dress came in with frayed ends and strings hanging out of every seam. The night I was intending to wear it the strap on the left side tore off the bodice with no previous wear. This dress comes falling apart.,
Natalia E.,It's okay,https://www.amazon.com/gp/customer-reviews/R1HIZ7LY0UKAWG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"5.0 "," the United States "," October 29, 2024",Size: MediumColor: Wine,Verified Purchase,I used as a costume dress. The material is soft and fresh. Still I think is pricey I could get the same one dress half price in shein but I need it for a last minute event.,
Kelly Palmer,Cheap and unflattering,https://www.amazon.com/gp/customer-reviews/R3UZ1K1AL728UF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"3.0 "," the United States "," October 28, 2024",Size: MediumColor: Green Cowl Neck,Verified Purchase,"Elastic cuts in around the waist and it was hard to keep the girls in place, I have this in a floral and it doesn’t look as cheap as the green. Returned",
Steph,Fit perfect,https://www.amazon.com/gp/customer-reviews/R2ITCVN2CJBNU6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"5.0 "," the United States "," October 6, 2024",Size: SmallColor: Golden Cowl Neck,Verified Purchase,Love it,
Lindsey,Less than ideal,https://www.amazon.com/gp/customer-reviews/R2LLDR5MF35UBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"3.0 "," the United States "," September 29, 2024",Size: SmallColor: Green Cowl Neck,Verified Purchase,"The top was a rectangle, so if you aren’t looking for a lot of side boob, I wouldn’t recommend. The small fitted fine, but I wouldn’t call it flattering on me.  I decided to return this because I didn’t feel it would be appropriate for the occasion I needed it for",
ReviewsbyME,Purple dress,https://www.amazon.com/gp/customer-reviews/R2IGROWFO7H3G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B074V5X8PN,"3.0 "," the United States "," September 24, 2024",Size: LargeColor: Purple,Verified Purchase,Really wanted to love it. But just couldn’t fabric feels cheaply made once tied it bunches weird on my back.,
