评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
andie,Cute,https://www.amazon.com/gp/customer-reviews/R3HRXQNR3USL02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," January 25, 2025",Size: MediumColor: White,Verified Purchase,Im 5’5” and about 130 and got the medium. Great for summer and wearing to work. I’m a teacher and my teacher friends think it’s cute too.,
Mary Lambert,Dress,https://www.amazon.com/gp/customer-reviews/R1NR6GT5RJG1XD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," January 17, 2025",Size: MediumColor: White,Verified Purchase,Receive lots of compliments. Easy to pack for traveling.,
Amazon Customer,Cute for the price.,https://www.amazon.com/gp/customer-reviews/R20X5P0H7GN41X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"4.0 "," the United States "," January 10, 2025",Size: LargeColor: Sky Blue,Verified Purchase,I am 5”6’ and this dress hit me at a weird unattractive length.,
Jo-Ann Adams,Material is so thin!,https://www.amazon.com/gp/customer-reviews/R1JAHDFJZYLDP6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"3.0 "," the United States "," January 7, 2025",Size: X-LargeColor: Green,Verified Purchase,The color is great and fits good. However; I don't like the neck part. It has a wrap design that goes to the empire waist line. It's completely open. It does have a tiny clear snap about half way up but it does little good. I'll have to wear a shirt under it. Sleeves are beautiful. It's way too long and the material is so thin! I'm afraid I can wear it to church! Feels like it may wrinkle but I'm sending it back and can't wash it.,
sherri m,Dress is too tight in the shoulder and breast area,https://www.amazon.com/gp/customer-reviews/R3B1MOYW7Z2QG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"1.0 "," the United States "," December 25, 2024",Size: X-LargeColor: Multicolour,Verified Purchase,Too small,
Jordan Goers,Fun and comfortable,https://www.amazon.com/gp/customer-reviews/R24KOF8IYIZVJM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"4.0 "," the United States "," December 16, 2024",Size: SmallColor: Multicolour,Verified Purchase,"Love the colors! The structured shoulders and flowy design are very flattering. The material is a little thicker, but still breathable. I do not like the positioning of the upper seam across the chest or buttons. I had to remove the buttons and use a safety pin higher on the top because they were in an awkward spot. Overall the dress was a win for a Thanksgiving outfit that looked nice for hosting, but comfortably allowed extra room for pumpkin pie! ;)",
JM,Great Dress,https://www.amazon.com/gp/customer-reviews/R3RSQXCAJCY2GL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," December 7, 2024",Size: MediumColor: Rose,Verified Purchase,I love this dress. It packs well. It is cute and comfortable. I live in a hot climate so I did cut the sleeves and put elastic in them making them  short sleeved  and slightly puffy. This works better for me. I receive lots of compliments on this dress. I bought the pink.,
amy smith,Love it!!,https://www.amazon.com/gp/customer-reviews/R1ESNF5ICL5T1R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," December 2, 2024",Size: MediumColor: Multicolour,Verified Purchase,"I'm hard to fit, i'm 4""11 and 150ish pounds and i got the medium and it fits perfect. Hits me right at the ankles. Super cute and soft.",
karla krol,Love the dress,https://www.amazon.com/gp/customer-reviews/R3JV6ZQPVZMNHF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," December 2, 2024",Size: X-LargeColor: Rose,Verified Purchase,Super cute and comfortable. Material is a bit thin but not see-through. Fits true to size. Great price,
Rebecca F.Wetteland,So many compliments!,https://www.amazon.com/gp/customer-reviews/R3F63SIROO124T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," November 27, 2024",Size: X-LargeColor: Sky Blue,Verified Purchase,"This dress is most definitely a BUY NOW  button to press.  Don’t even bother putting it in your cart.  It is lovely.  It is comfortable, the material was just the right thickness.  At the time I purchased and wore this dress I was 5’7 and 185lbs.  My mother came to visit and had no idea I had put on so much weight.  The color is just beautiful. I wore white tennis shoes, without the back.  You could dress it up by wearing dressier shoes.  I could go on and on, but, I’m sure you have several reviews to read,  BUY NOW…… You won’t regret it.  I got the blue colored one…. Enjoy how beautiful you are going to look and feel in this dress!! 🥳",2
susan fahey,Really pretty but highly recommend to go up a size . Fabric not stretchy . Very pretty,https://www.amazon.com/gp/customer-reviews/RS6LJ7VK7LVC8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"4.0 "," the United States "," October 18, 2024",Size: X-LargeColor: Multicolour,Verified Purchase,"Tight across back . Size xl 185Lbs 5 foot 2 It's really a pretty dress, but I highly recommend you go up a size",
leah  jones,Beautiful and Comfortable,https://www.amazon.com/gp/customer-reviews/R3BUCX5D6M5KP9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," October 15, 2024",Size: XX-LargeColor: Multicolour,Verified Purchase,Love this dress,
eleasajane711,Super cute,https://www.amazon.com/gp/customer-reviews/R3ME6F6UCAA5SK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"5.0 "," the United States "," October 9, 2024",Size: LargeColor: White,Verified Purchase,"Super cute, good quality and get lots of compliments on it at church. Just wish it had pockets!",
ginger,Plain looking,https://www.amazon.com/gp/customer-reviews/R1FTTE9XK5J885/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CPLR51WK,"2.0 "," the United States "," October 8, 2024",Size: LargeColor: White,Verified Purchase,Runs large and was very plain looking. Ivreturned,
